"ID","Name","Phone Number","Message","Date Time","Received","Sent","Status",
"338","JM-NOBRKR ","JM-NOBRKR ","-","-","-","-","-",
"1662871841855",,,"Received","2022-09-11 10:20:41","Hi Sandipan,
You have recently taken the details of a property in Lodha Palava Lakeshore Greens, Trinity . A new property has just been listed there.
Here is the property link: http://nobr.kr/sv/RFpR16.
Team NoBroker",,,
"1662873517084",,,"Received","2022-09-11 10:48:37","Hi Sandipan,
I tried calling you, however the call didn't connect. If you are looking for a brokerage free 1 BHK in Thane West (Rent: 15000)(link: http://nobr.kr/sv/VDGS16), please give me a call on +918068531137 or message me on CHAT(http://nobr.kr/sv/YDGS16).
Regards,
Ajeet Upadhyay
NoBroker",,,
"1662877926260",,,"Received","2022-09-11 12:02:06","Hi Sandipan,
I tried calling you, however the call didn't connect. If you are looking for a brokerage free 1 BHK in Experia Mall (Rent: 11000)(link: http://nobr.kr/sv/j6JW16), please give me a call on +918068531835 or message me on CHAT(http://nobr.kr/sv/k6JW16).
Regards,
Suganya A
NoBroker",,,
"1662880228000",,,"Received","2022-09-11 12:40:28","Hi Sandipan,
Om C has messaged you about your NoBroker property listing - Yes it's available 
.
To reply click http://nobr.kr/sv/SgHY16",,,
"1662880292000",,,"Received","2022-09-11 12:41:32","Hi Sandipan,
Call Ajeet from NoBroker at +918068531137 for a brokerage free 1 BHK in Thane West (Rs 15000).
Property Code NB-1172656
NoBroker",,,
"1662880536047",,,"Received","2022-09-11 12:45:36","Hi Sandipan,

Relationship Manager Ajeet messaged you 'yes
 '
To reply click http://nobr.kr/sv/C5VY16

NoBroker",,,
"1662881733333",,,"Received","2022-09-11 13:05:33","Hi Sandipan,
We are pleased to inform you that you can contact 1 more owners for free. Good luck with your broker free house hunting 
 Cheers,
 www.nobroker.com",,,
"1662881735152",,,"Received","2022-09-11 13:05:35","Hi Sandipan,
Thank you for reporting the 1 BHK in Dombivli East as rented out. We have highlighted it to the concerned team.
Click here http://nobr.kr/sv/x3SZ16 for more brokerage free properties before they get rented out.
NoBroker
#GoBrokerageFree",,,
"1662882134446",,,"Received","2022-09-11 13:12:14","Hi Sandipan,
You have recently taken the details of a property in Lodha Palava. A new property has just been listed there.
Here is the property link: http://nobr.kr/sv/zZd126.
Team NoBroker",,,
"1662884645141",,,"Received","2022-09-11 13:54:05","Hi Sandipan,
Jayesh (owner) could not pick your call. Click http://nobr.kr/sv/W6F326 to start chat with owner.
NoBroker",,,
"1662884661000",,,"Received","2022-09-11 13:54:21","Hi Sandipan,
Pooja (owner) could not pick your call. Click http://nobr.kr/sv/qHF326 to start chat with owner.
NoBroker",,,
"1662886438205",,,"Received","2022-09-11 14:23:58","Hi Sandipan, 
You have recently searched in NoBroker for 1 BHK in D.n.c. High School for Rent. Complete your search by clicking http://nobr.kr/sv/WV9526 to view newly added properties. NoBroker",,,
"1662895534338",,,"Received","2022-09-11 16:55:34","Hi Sandipan,
You have recently taken the details of a property in Lodha Palava. A new property has just been listed there.
Here is the property link: http://nobr.kr/sv/6zgTy5.
Team NoBroker",,,
"1662916579658",,,"Received","2022-09-11 22:46:19","Hi Sandipan,
You have recently taken the details of a property in Lodha Palava. A new property has just been listed there.
Here is the property link: http://nobr.kr/sv/GWLw26.
Team NoBroker",,,
