"ID","Name","Phone Number","Message","Date Time","Received","Sent","Status",
"23","JD-AxisBk ","JD-AxisBk ","-","-","-","-","-",
"1675683625813",,,"Received","2023-02-06 17:10:25","Congratulations! You are eligible for 2% cashback on your last transaction with Axis Bank ACE credit card xx4345. T&C apply",,,
"1675683650428",,,"Received","2023-02-06 17:10:50","Transaction on Axis Bank Credit Card no. XX4345 has been declined due to security reasons. Please call 18001035577. for details - Axis Bank",,,
"1675683651220",,,"Received","2023-02-06 17:10:51","Transaction on Axis Bank Credit Card no. XX4345 has been declined due to security reasons. Please call 18001035577. for details - Axis Bank",,,
"1675683787244",,,"Received","2023-02-06 17:13:07","Spent
Card no. XX4345
USD 18.99
06-02-23 17:13:03
Youzu Singa
Avl Lmt INR 158711.91
SMS BLOCK 4345 to 918691000002, if not you - Axis Bank",,,
"1675684525200",,,"Received","2023-02-06 17:25:25","Transaction on Axis Bank Credit Card no. XX4345 has been declined due to security reasons. Please call 18001035577. for details - Axis Bank",,,
"1675684586187",,,"Received","2023-02-06 17:26:26","Transaction on Axis Bank Credit Card no. XX4345 has been declined due to security reasons. Please call 18001035577. for details - Axis Bank",,,
"1675684688764",,,"Received","2023-02-06 17:28:08","Transaction on Axis Bank Credit Card no. XX4345 has been declined due to security reasons. Please call 18001035577. for details - Axis Bank",,,
"1675685579917",,,"Received","2023-02-06 17:42:59","Spent
Card no. XX4345
INR 8064
06-02-23 17:42:53
SAMSUNG ELE
Avl Lmt INR 150647.91
SMS BLOCK 4345 to 918691000002, if not you - Axis Bank",,,
"1675685608917",,,"Received","2023-02-06 17:43:28","Congratulations! You are eligible for 2% cashback on your last transaction with Axis Bank ACE credit card xx4345. T&C apply",,,
"1675686764871",,,"Received","2023-02-06 18:02:44","Confirm txn of INR 8064 on 06-02-23; 18:02:02 IST at SAMSUNG ELECTRONICS for Credit Card no. XX4345. SMS: ACPT or SMS: DISP to 56161600.",,,
"1675686768419",,,"Received","2023-02-06 18:02:48","Dear Customer, transaction of INR 8064 on Axis Bank Credit Card ****4345 on 06-02-23; 18:02:02 at SAMSUNG ELECTRONICS seemed suspicious. For security reasons, your card is blocked. For more details call us on 18604195555/18605005555.",,,
"1675686806486",,,"Received","2023-02-06 18:03:26","Congratulations! You are eligible for 2% cashback on your last transaction with Axis Bank ACE credit card xx4345. T&C apply",,,
"1675696444869",,,"Received","2023-02-06 20:44:04","Transaction on Axis Bank Credit Card no. XX4345 has been declined due to invalid card status. Please call 18001035577. to know more - Axis Bank",,,
